# Supplementary File 3,Sheet 12: Small RNAs significantly down-regulated 2 fold or greater in mut-16 mutant animals at 20ºC.
Gene name,log2FoldChange,Input,Suggested Match,History
WBGene00022512,-7.67287635083743,WBGene00022512,WBGene00022512,History: N.A.
WBGene00017890,-7.66970146232812,WBGene00017890,WBGene00017890,History: N.A.
WBGene00010868,-7.65781743346119,WBGene00010868,WBGene00010868,History: N.A.
WBGene00007680,-7.65253189073806,WBGene00007680,WBGene00007680,History: N.A.
WBGene00195233,-7.65154588972757,WBGene00195233,WBGene00195233,History: N.A.
WBGene00012577,-7.64668570434335,WBGene00012577,WBGene00012577,History: N.A.
WBGene00018479,-7.64373314530306,WBGene00018479,WBGene00018479,History: N.A.
WBGene00019909,-7.6432642851364,WBGene00019909,WBGene00019909,History: N.A.
WBGene00023399,-7.63816250369392,WBGene00023399,WBGene00023399,History: N.A.
WBGene00008945,-7.63535361709886,WBGene00008945,WBGene00008945,History: N.A.
WBGene00045077,-7.63447626751857,WBGene00045077,WBGene00045077,History: N.A.
WBGene00021727,-7.6331779757533,WBGene00021727,WBGene00021727,History: N.A.
WBGene00077558,-7.63093408856901,WBGene00077558,WBGene00077558,History: N.A.
WBGene00018671,-7.62896768349463,WBGene00018671,WBGene00018671,History: N.A.
WBGene00020564,-7.62747388742049,WBGene00020564,WBGene00020564,History: N.A.
WBGene00012846,-7.6248804194541,WBGene00012846,WBGene00012846,History: N.A.
WBGene00019589,-7.62045090834367,WBGene00019589,WBGene00019589,"History: Split into K09F6.15(WBGene00271744). History of WBGene00019589: Split into ""WBGene00271744"" on 2017-06-29"
WBGene00044154,-7.61904327004605,WBGene00044154,WBGene00044154,History: N.A.
WBGene00008353,-7.61862443919056,WBGene00008353,WBGene00008353,History: N.A.
WBGene00019872,-7.61627458668969,WBGene00019872,WBGene00019872,History: N.A.
WBGene00016273,-7.61573152296045,WBGene00016273,WBGene00016273,History: N.A.
WBGene00015247,-7.60936617129373,WBGene00015247,WBGene00015247,History: N.A.
WBGene00008351,-7.60477849504392,WBGene00008351,WBGene00008351,History: N.A.
WBGene00007672,-7.59793398805445,WBGene00007672,WBGene00007672,History: N.A.
WBGene00021464,-7.5957755636742,WBGene00021464,WBGene00021464,History: N.A.
